# Program:featureCounts v2.0.4; Command:"featureCounts" "-p" "-a" "/mnt/beegfs/home/s430452/epigenetics/results/s08_counts/master_peaks.saf" "-F" "SAF" "-o" "/mnt/beegfs/home/s430452/epigenetics/results/s08_counts/master_peaks_counts.txt" "-T" "6" "/mnt/beegfs/home/s430452/epigenetics/results/s05_final_bams/ARID2ko_final.bam" "/mnt/beegfs/home/s430452/epigenetics/results/s05_final_bams/ARID2wt_final.bam" 
Geneid	Chr	Start	End	Strand	Length	/mnt/beegfs/home/s430452/epigenetics/results/s05_final_bams/ARID2ko_final.bam	/mnt/beegfs/home/s430452/epigenetics/results/s05_final_bams/ARID2wt_final.bam
master_peak_514	chr5	9523317	9523856	.	540	64	90
master_peak_515	chr5	9544183	9545217	.	1035	347	486
master_peak_516	chr5	9557705	9557972	.	268	37	85
master_peak_517	chr5	9561842	9562636	.	795	168	352
master_peak_518	chr5	9604382	9605038	.	657	4	143
master_peak_519	chr5	9644577	9644951	.	375	9	151
master_peak_520	chr5	9652144	9652773	.	630	21	222
master_peak_521	chr5	9653663	9654240	.	578	31	231
master_peak_522	chr5	9660451	9660712	.	262	3	38
master_peak_523	chr5	9715972	9716257	.	286	3	82
master_peak_524	chr5	9716792	9717250	.	459	26	452
master_peak_525	chr5	9766537	9767021	.	485	24	156
master_peak_526	chr5	9774468	9775627	.	1160	73	521
master_peak_527	chr5	9820642	9821062	.	421	6	36
master_peak_528	chr5	9829703	9830093	.	391	6	40
master_peak_529	chr5	9835250	9835685	.	436	5	65
master_peak_530	chr5	9851315	9851961	.	647	229	626
master_peak_531	chr5	9863541	9864143	.	603	28	131
master_peak_532	chr5	9869354	9870172	.	819	39	194
master_peak_533	chr5	9888459	9889032	.	574	45	262
master_peak_534	chr5	9892661	9893063	.	403	39	168
master_peak_535	chr5	9898280	9898766	.	487	62	106
master_peak_536	chr5	9924398	9925126	.	729	581	936
master_peak_537	chr5	9927320	9927591	.	272	43	59
master_peak_538	chr5	9932875	9933255	.	381	129	111
master_peak_539	chr5	9947240	9947708	.	469	7	62
master_peak_540	chr5	9986458	9986777	.	320	6	82
master_peak_541	chr5	10009581	10010243	.	663	71	169
master_peak_542	chr5	10016464	10016996	.	533	84	248
master_peak_543	chr5	10018427	10019157	.	731	175	207
master_peak_544	chr5	10030016	10030942	.	927	178	306
master_peak_545	chr5	10111508	10111876	.	369	45	73
master_peak_546	chr5	10133977	10134292	.	316	24	41
master_peak_547	chr5	10140355	10140858	.	504	109	96
master_peak_548	chr5	10145828	10146480	.	653	129	126
master_peak_549	chr5	10168176	10168647	.	472	33	33
master_peak_550	chr5	10229200	10229921	.	722	880	824
master_peak_551	chr5	10233360	10233942	.	583	313	332
master_peak_552	chr5	10235139	10235842	.	704	320	417
master_peak_553	chr5	10249233	10250895	.	1663	1294	1868
master_peak_554	chr5	10259779	10260065	.	287	33	28
master_peak_555	chr5	10265356	10265668	.	313	67	54
master_peak_556	chr5	10266647	10266892	.	246	53	46
master_peak_557	chr5	10267316	10268235	.	920	264	318
master_peak_558	chr5	10274790	10275025	.	236	18	37
master_peak_559	chr5	10283729	10284492	.	764	355	357
master_peak_560	chr5	10296049	10296327	.	279	39	35
master_peak_561	chr5	10304885	10305452	.	568	196	106
master_peak_562	chr5	10310354	10311253	.	900	552	572
master_peak_563	chr5	10317688	10318330	.	643	100	97
master_peak_564	chr5	10328117	10328935	.	819	187	281
master_peak_565	chr5	10333687	10333908	.	222	5	59
master_peak_566	chr5	10353025	10354335	.	1311	974	1436
master_peak_567	chr5	10364237	10364721	.	485	48	52
master_peak_568	chr5	10366803	10367069	.	267	19	40
master_peak_569	chr5	10382436	10382781	.	346	26	29
master_peak_570	chr5	10392687	10393211	.	525	131	36
master_peak_571	chr5	10424228	10424502	.	275	91	73
master_peak_572	chr5	10441157	10442359	.	1203	822	1684
master_peak_573	chr5	10452804	10453268	.	465	344	358
master_peak_574	chr5	10453763	10454009	.	247	104	141
master_peak_575	chr5	10454364	10455154	.	791	413	450
master_peak_576	chr5	10467133	10467962	.	830	264	397
master_peak_577	chr5	10478557	10479659	.	1103	321	459
master_peak_578	chr5	10489926	10490178	.	253	30	48
master_peak_579	chr5	10513530	10514367	.	838	162	309
master_peak_580	chr5	10524809	10525372	.	564	73	101
master_peak_581	chr5	10551082	10551890	.	809	1536	2163
master_peak_582	chr5	10555263	10555865	.	603	559	725
master_peak_583	chr5	10556244	10556760	.	517	298	445
master_peak_584	chr5	10563562	10564688	.	1127	467	834
master_peak_585	chr5	10590401	10591134	.	734	341	366
master_peak_586	chr5	10595553	10596282	.	730	509	623
master_peak_587	chr5	10599865	10600206	.	342	185	206
master_peak_588	chr5	10601194	10602040	.	847	416	575
master_peak_589	chr5	10621850	10622245	.	396	113	105
master_peak_590	chr5	10627554	10628324	.	771	706	1124
master_peak_591	chr5	10635194	10636093	.	900	526	779
master_peak_592	chr5	10645185	10645785	.	601	45	50
master_peak_593	chr5	10655017	10655859	.	843	318	276
master_peak_594	chr5	10663467	10663736	.	270	44	27
master_peak_595	chr5	10674775	10675034	.	260	32	40
master_peak_596	chr5	10675252	10676216	.	965	113	141
master_peak_597	chr5	10689402	10689991	.	590	134	125
master_peak_598	chr5	10691831	10692353	.	523	119	212
master_peak_599	chr5	10695050	10696438	.	1389	437	582
master_peak_600	chr5	10701686	10702576	.	891	905	1123
master_peak_601	chr5	10704791	10706030	.	1240	988	1043
master_peak_602	chr5	10707824	10708241	.	418	220	290
master_peak_603	chr5	10719679	10720563	.	885	1633	2245
master_peak_604	chr5	10724708	10725604	.	897	1842	2454
master_peak_605	chr5	10760031	10761803	.	1773	532	787
master_peak_606	chr5	10780240	10780487	.	248	28	27
master_peak_607	chr5	10788992	10789454	.	463	38	58
master_peak_608	chr5	10802188	10802601	.	414	32	27
master_peak_609	chr5	10821773	10822120	.	348	16	39
master_peak_610	chr5	10849333	10849724	.	392	55	90
master_peak_611	chr5	10856687	10857335	.	649	1236	1181
master_peak_612	chr5	10859554	10860267	.	714	391	838
master_peak_613	chr5	10860553	10861166	.	614	435	612
master_peak_614	chr5	10875274	10875853	.	580	262	248
master_peak_615	chr5	10876929	10877387	.	459	220	199
master_peak_616	chr5	10884956	10885653	.	698	440	533
master_peak_617	chr5	10891296	10891540	.	245	40	44
master_peak_618	chr5	10896002	10896552	.	551	90	97
master_peak_619	chr5	10901875	10902800	.	926	175	237
master_peak_620	chr5	10913572	10914531	.	960	384	513
master_peak_621	chr5	10921975	10922446	.	472	47	79
master_peak_622	chr5	10987867	10989262	.	1396	198	356
master_peak_623	chr5	10998228	10998501	.	274	14	22
master_peak_624	chr5	11046192	11046449	.	258	45	85
master_peak_625	chr5	11048683	11049209	.	527	122	178
master_peak_626	chr5	11068989	11069538	.	550	178	260
master_peak_627	chr5	11090141	11090366	.	226	13	8
master_peak_628	chr5	11127579	11127906	.	328	29	27
master_peak_629	chr5	11139374	11139900	.	527	41	83
master_peak_630	chr5	11166746	11167425	.	680	394	348
master_peak_631	chr5	11182499	11183013	.	515	128	133
master_peak_632	chr5	11238043	11238723	.	681	98	176
master_peak_633	chr5	11251248	11251662	.	415	84	150
master_peak_634	chr5	11267030	11267705	.	676	134	149
master_peak_635	chr5	11293282	11294108	.	827	159	330
master_peak_636	chr5	11319777	11320437	.	661	129	203
master_peak_637	chr5	11334327	11334959	.	633	94	35
master_peak_638	chr5	11372033	11372863	.	831	425	743
master_peak_639	chr5	11377823	11378456	.	634	140	365
master_peak_640	chr5	11390086	11391015	.	930	391	584
master_peak_641	chr5	11400338	11400941	.	604	52	158
master_peak_642	chr5	11452945	11453166	.	222	29	43
master_peak_643	chr5	11468483	11469071	.	589	77	138
master_peak_644	chr5	11483920	11484153	.	234	4	19
master_peak_645	chr5	11504733	11505323	.	591	156	189
master_peak_646	chr5	11511772	11512314	.	543	95	113
master_peak_647	chr5	11524235	11524489	.	255	24	33
master_peak_648	chr5	11525114	11525658	.	545	36	45
master_peak_649	chr5	11563932	11564222	.	291	43	65
master_peak_650	chr5	11583927	11584344	.	418	24	62
master_peak_651	chr5	11596294	11596606	.	313	20	64
master_peak_652	chr5	11608032	11608347	.	316	42	35
master_peak_653	chr5	11617064	11617478	.	415	40	79
master_peak_654	chr5	11619358	11620229	.	872	84	124
master_peak_655	chr5	11719986	11720242	.	257	51	85
master_peak_656	chr5	11766237	11766453	.	217	8	34
master_peak_657	chr5	11777050	11777537	.	488	58	44
master_peak_658	chr5	11785630	11786198	.	569	94	177
master_peak_659	chr5	11797150	11797443	.	294	48	92
master_peak_660	chr5	11801034	11801586	.	553	140	195
master_peak_661	chr5	11803351	11804008	.	658	76	160
master_peak_662	chr5	11851286	11852519	.	1234	662	797
master_peak_663	chr5	11903451	11904878	.	1428	438	615
master_peak_664	chr5	11925712	11926045	.	334	38	26
master_peak_665	chr5	11941667	11941941	.	275	17	56
master_peak_666	chr5	11955374	11955876	.	503	78	71
master_peak_667	chr5	12023572	12023897	.	326	34	44
master_peak_668	chr5	12078310	12078889	.	580	38	44
master_peak_669	chr5	12095716	12096295	.	580	58	76
master_peak_670	chr5	12112250	12112604	.	355	20	14
master_peak_671	chr5	12204838	12205458	.	621	58	168
master_peak_672	chr5	12210833	12211087	.	255	18	28
master_peak_673	chr5	12214654	12215099	.	446	94	64
master_peak_674	chr5	12231698	12232103	.	406	6	20
master_peak_675	chr5	12242892	12243640	.	749	365	491
master_peak_676	chr5	12245236	12246341	.	1106	647	1054
master_peak_677	chr5	12292559	12292898	.	340	47	60
master_peak_678	chr5	12299522	12299743	.	222	9	10
master_peak_679	chr5	12316797	12317141	.	345	21	31
master_peak_680	chr5	12321878	12322511	.	634	44	112
master_peak_681	chr5	12353804	12354111	.	308	23	77
master_peak_682	chr5	12354404	12355080	.	677	17	132
master_peak_683	chr5	12363771	12363997	.	227	5	26
master_peak_684	chr5	12385085	12385380	.	296	30	17
master_peak_685	chr5	12392076	12392853	.	778	993	1094
master_peak_686	chr5	12400650	12400922	.	273	9	22
master_peak_687	chr5	12418499	12418853	.	355	11	22
master_peak_688	chr5	12460536	12460842	.	307	31	39
master_peak_689	chr5	12522088	12522747	.	660	121	105
master_peak_690	chr5	12559309	12559612	.	304	7	8
master_peak_691	chr5	12566303	12566881	.	579	159	223
master_peak_692	chr5	12573975	12575104	.	1130	674	954
master_peak_693	chr5	12585577	12585910	.	334	12	17
master_peak_694	chr5	12614958	12615817	.	860	265	351
master_peak_695	chr5	12625044	12625356	.	313	14	21
master_peak_696	chr5	12636192	12636762	.	571	143	126
master_peak_697	chr5	12691253	12691794	.	542	51	67
master_peak_698	chr5	12704511	12705202	.	692	49	30
master_peak_699	chr5	12758180	12758419	.	240	8	13
master_peak_700	chr5	12772264	12772765	.	502	61	87
master_peak_701	chr5	12821114	12821608	.	495	16	12
master_peak_702	chr5	12833873	12834310	.	438	7	31
master_peak_703	chr5	12848573	12849225	.	653	297	186
master_peak_704	chr5	12865407	12865867	.	461	58	71
master_peak_705	chr5	12876776	12877167	.	392	12	19
master_peak_706	chr5	12920546	12920825	.	280	22	60
master_peak_707	chr5	12934822	12935218	.	397	49	55
master_peak_708	chr5	12935467	12935950	.	484	32	31
master_peak_709	chr5	12945412	12945875	.	464	39	65
master_peak_710	chr5	12951719	12952203	.	485	63	73
master_peak_711	chr5	12983668	12984029	.	362	159	113
master_peak_712	chr5	13012086	13012372	.	287	12	16
master_peak_713	chr5	13068117	13068495	.	379	26	40
master_peak_714	chr5	13107499	13108785	.	1287	336	411
master_peak_715	chr5	13120037	13120316	.	280	13	21
master_peak_716	chr5	13143440	13144124	.	685	167	213
master_peak_717	chr5	13188552	13188829	.	278	28	33
master_peak_718	chr5	13217521	13218923	.	1403	358	436
master_peak_719	chr5	13249559	13250329	.	771	256	322
master_peak_720	chr5	13251887	13252126	.	240	86	22
master_peak_721	chr5	13276079	13276475	.	397	22	79
master_peak_722	chr5	13278110	13278378	.	269	13	25
master_peak_723	chr5	13316217	13316508	.	292	30	53
master_peak_724	chr5	13325808	13326439	.	632	89	167
master_peak_725	chr5	13339085	13339518	.	434	67	127
master_peak_726	chr5	13349122	13349403	.	282	34	56
master_peak_727	chr5	13350509	13351066	.	558	72	165
master_peak_728	chr5	13354714	13355090	.	377	67	144
master_peak_729	chr5	13359225	13359774	.	550	184	214
master_peak_730	chr5	13377895	13378777	.	883	258	318
master_peak_731	chr5	13385788	13386174	.	387	19	66
master_peak_732	chr5	13403414	13403661	.	248	40	39
master_peak_733	chr5	13408469	13409307	.	839	705	955
master_peak_734	chr5	13477093	13477994	.	902	683	646
master_peak_735	chr5	13478932	13479355	.	424	168	193
master_peak_736	chr5	13510483	13510990	.	508	86	280
master_peak_737	chr5	13537058	13537310	.	253	23	21
master_peak_738	chr5	13566797	13568411	.	1615	1495	2063
master_peak_739	chr5	13591479	13592077	.	599	176	272
master_peak_740	chr5	13601002	13601637	.	636	155	253
master_peak_741	chr5	13611664	13612104	.	441	28	43
master_peak_742	chr5	13625725	13626026	.	302	28	48
master_peak_743	chr5	13632486	13633315	.	830	253	399
master_peak_744	chr5	13664347	13664928	.	582	445	588
master_peak_745	chr5	13673631	13673972	.	342	20	19
master_peak_746	chr5	13731278	13731775	.	498	94	110
master_peak_747	chr5	13739268	13740067	.	800	410	672
master_peak_748	chr5	13745404	13746472	.	1069	575	665
master_peak_749	chr5	13761489	13761855	.	367	48	57
master_peak_750	chr5	13771221	13771495	.	275	19	30
master_peak_751	chr5	13814248	13814902	.	655	62	56
master_peak_752	chr5	13830632	13831948	.	1317	431	707
master_peak_753	chr5	13866796	13867084	.	289	10	76
master_peak_754	chr5	13874642	13874967	.	326	10	35
master_peak_755	chr5	13878352	13878635	.	284	21	36
master_peak_756	chr5	13909839	13910818	.	980	65	102
master_peak_757	chr5	13944660	13945369	.	710	54	93
master_peak_758	chr5	13956932	13957549	.	618	236	273
master_peak_759	chr5	13964244	13964465	.	222	10	26
master_peak_760	chr5	13976759	13977478	.	720	296	283
master_peak_761	chr5	13985530	13986477	.	948	552	1022
master_peak_762	chr5	13987942	13988496	.	555	225	262
master_peak_763	chr5	14011245	14012184	.	940	716	1012
master_peak_764	chr5	14035788	14037511	.	1724	2700	3765
master_peak_765	chr5	14038487	14039338	.	852	841	912
master_peak_766	chr5	14045298	14045659	.	362	32	53
master_peak_767	chr5	14055138	14056031	.	894	245	376
master_peak_768	chr5	14062146	14062659	.	514	177	335
master_peak_769	chr5	14064883	14065181	.	299	96	162
master_peak_770	chr5	14081848	14082240	.	393	53	64
master_peak_771	chr5	14090285	14090600	.	316	26	23
master_peak_772	chr5	14099879	14100123	.	245	17	26
master_peak_773	chr5	14105475	14106292	.	818	557	733
master_peak_774	chr5	14109062	14109488	.	427	99	164
master_peak_775	chr5	14142736	14143422	.	687	964	1332
master_peak_776	chr5	14144296	14145534	.	1239	857	1410
master_peak_777	chr5	14148747	14149140	.	394	220	265
master_peak_778	chr5	14154112	14154706	.	595	665	815
master_peak_779	chr5	14156375	14157334	.	960	1217	1413
master_peak_780	chr5	14165275	14166132	.	858	1202	1180
master_peak_781	chr5	14172888	14173435	.	548	100	135
master_peak_782	chr5	14174027	14174607	.	581	385	495
master_peak_783	chr5	14178401	14179307	.	907	1758	1704
master_peak_784	chr5	14185421	14185865	.	445	349	289
master_peak_785	chr5	14189954	14191331	.	1378	2602	3408
master_peak_786	chr5	14202341	14202884	.	544	326	406
master_peak_787	chr5	14204772	14205369	.	598	216	344
master_peak_788	chr5	14208060	14208750	.	691	249	350
master_peak_789	chr5	14234083	14234302	.	220	14	37
master_peak_790	chr5	14238144	14238363	.	220	26	28
master_peak_791	chr5	14249968	14250673	.	706	62	330
master_peak_792	chr5	14264604	14266130	.	1527	1360	1743
master_peak_793	chr5	14268126	14268844	.	719	1049	1476
master_peak_794	chr5	14270183	14270449	.	267	233	277
master_peak_795	chr5	14277859	14278149	.	291	20	35
master_peak_796	chr5	14281681	14282062	.	382	42	48
master_peak_797	chr5	14297683	14297965	.	283	29	30
master_peak_798	chr5	14304767	14305651	.	885	578	780
master_peak_799	chr5	14326252	14326578	.	327	22	53
master_peak_800	chr5	14342176	14342677	.	502	64	73
master_peak_801	chr5	14351825	14352370	.	546	228	347
master_peak_802	chr5	14366005	14366354	.	350	63	68
master_peak_803	chr5	14388032	14388255	.	224	7	23
master_peak_804	chr5	14397881	14398355	.	475	95	154
master_peak_805	chr5	14398997	14399676	.	680	187	200
master_peak_806	chr5	14400105	14400576	.	472	113	194
master_peak_807	chr5	14405875	14407158	.	1284	1193	1797
master_peak_808	chr5	14418420	14418973	.	554	69	120
master_peak_809	chr5	14420139	14420391	.	253	43	59
master_peak_810	chr5	14427147	14427494	.	348	40	49
master_peak_811	chr5	14428878	14429513	.	636	56	93
master_peak_812	chr5	14444010	14444370	.	361	50	61
master_peak_813	chr5	14448989	14449676	.	688	255	477
master_peak_814	chr5	14463644	14464159	.	516	54	113
master_peak_815	chr5	14476572	14477275	.	704	211	339
master_peak_816	chr5	14483420	14483727	.	308	36	43
master_peak_817	chr5	14499002	14499396	.	395	55	82
master_peak_818	chr5	14512710	14513589	.	880	67	141
master_peak_819	chr5	14557852	14558084	.	233	23	16
master_peak_820	chr5	14569844	14570536	.	693	199	230
master_peak_821	chr5	14581293	14582757	.	1465	834	1428
master_peak_822	chr5	14591677	14591981	.	305	39	66
master_peak_823	chr5	14593252	14593912	.	661	98	321
master_peak_824	chr5	14628368	14628598	.	231	9	76
master_peak_825	chr5	14639404	14639653	.	250	24	27
master_peak_826	chr5	14648330	14649047	.	718	169	222
master_peak_827	chr5	14663914	14665334	.	1421	1064	1883
master_peak_828	chr5	14676266	14676957	.	692	220	393
master_peak_829	chr5	14685609	14686125	.	517	161	182
master_peak_830	chr5	14720345	14720645	.	301	56	61
master_peak_831	chr5	14726178	14726689	.	512	254	307
master_peak_832	chr5	14727434	14727945	.	512	343	342
master_peak_833	chr5	14728172	14728812	.	641	347	291
master_peak_834	chr5	14739399	14740165	.	767	272	428
master_peak_835	chr5	14744079	14744384	.	306	96	122
master_peak_836	chr5	14775809	14776199	.	391	31	80
master_peak_837	chr5	14797171	14797797	.	627	166	120
master_peak_838	chr5	14809424	14810395	.	972	1205	1365
master_peak_839	chr5	14817122	14817521	.	400	67	147
master_peak_840	chr5	14819549	14819777	.	229	49	45
master_peak_841	chr5	14821717	14822112	.	396	71	106
master_peak_842	chr5	14834925	14835782	.	858	840	826
master_peak_843	chr5	14864492	14864787	.	296	68	40
master_peak_844	chr5	14871305	14872879	.	1575	677	974
master_peak_845	chr5	14879414	14880985	.	1572	447	334
master_peak_846	chr5	14914785	14916211	.	1427	393	725
master_peak_847	chr5	14925739	14926601	.	863	604	886
master_peak_848	chr5	14937098	14937714	.	617	626	445
master_peak_849	chr5	14946821	14947542	.	722	198	248
master_peak_850	chr5	14957354	14957715	.	362	50	27
master_peak_851	chr5	15003378	15003898	.	521	262	328
master_peak_852	chr5	15008390	15009225	.	836	746	866
master_peak_853	chr5	15013781	15014325	.	545	223	288
master_peak_854	chr5	15020951	15022027	.	1077	188	319
master_peak_855	chr5	15026145	15026368	.	224	20	39
master_peak_856	chr5	15094908	15095260	.	353	31	24
master_peak_857	chr5	15105740	15106244	.	505	177	180
master_peak_858	chr5	15116674	15117203	.	530	21	61
master_peak_859	chr5	15139742	15139975	.	234	13	21
master_peak_860	chr5	15183619	15183839	.	221	7	28
master_peak_861	chr5	15190236	15190674	.	439	14	29
master_peak_862	chr5	15203275	15203895	.	621	21	287
master_peak_863	chr5	15209229	15209485	.	257	9	22
master_peak_864	chr5	15222323	15222691	.	369	5	53
master_peak_865	chr5	15241265	15241620	.	356	8	36
master_peak_866	chr5	15248897	15249605	.	709	70	235
master_peak_867	chr5	15252396	15252775	.	380	23	174
master_peak_868	chr5	15285887	15286423	.	537	26	169
master_peak_869	chr5	15366626	15366928	.	303	3	61
master_peak_870	chr5	15440579	15440811	.	233	15	50
master_peak_871	chr5	15463109	15463635	.	527	79	86
master_peak_872	chr5	15499631	15501843	.	2213	1526	2191
master_peak_873	chr5	15502321	15502567	.	247	77	151
master_peak_874	chr5	15510902	15511340	.	439	8	35
master_peak_875	chr5	15519794	15520255	.	462	29	27
master_peak_876	chr5	15525777	15526014	.	238	27	21
master_peak_877	chr5	15532953	15533556	.	604	58	54
master_peak_878	chr5	15565977	15567126	.	1150	385	470
master_peak_879	chr5	15570965	15571627	.	663	297	333
master_peak_880	chr5	15573351	15574092	.	742	560	590
master_peak_881	chr5	15598249	15598679	.	431	36	47
master_peak_882	chr5	15619899	15620300	.	402	43	41
master_peak_883	chr5	15634848	15635232	.	385	31	28
master_peak_884	chr5	15645281	15645779	.	499	46	123
master_peak_885	chr5	15650301	15650566	.	266	17	23
master_peak_886	chr5	15655476	15656089	.	614	46	66
master_peak_887	chr5	15695326	15695654	.	329	30	53
master_peak_888	chr5	15702293	15702514	.	222	38	33
master_peak_889	chr5	15794195	15795119	.	925	117	222
master_peak_890	chr5	15821652	15821884	.	233	15	39
master_peak_891	chr5	15824258	15824737	.	480	42	70
master_peak_892	chr5	15837690	15837929	.	240	9	21
master_peak_893	chr5	15850967	15851399	.	433	18	44
master_peak_894	chr5	15933501	15933757	.	257	27	43
master_peak_895	chr5	15938872	15939548	.	677	321	561
master_peak_896	chr5	15969034	15969355	.	322	26	61
master_peak_897	chr5	15983539	15983852	.	314	16	21
master_peak_898	chr5	15992879	15994184	.	1306	713	723
master_peak_899	chr5	15995394	15995884	.	491	196	216
master_peak_900	chr5	16013567	16013988	.	422	12	67
master_peak_901	chr5	16037150	16037442	.	293	10	73
master_peak_902	chr5	16051306	16051549	.	244	6	56
master_peak_903	chr5	16056949	16057787	.	839	57	280
master_peak_904	chr5	16065827	16066071	.	245	5	33
master_peak_905	chr5	16127094	16127663	.	570	13	82
